variable,dummyVariable,typeEnd,databaseStart,variableStart,ICES confirmation,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes,,
SMK_208,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::SMKA_208, cchs2003_p::SMKC_208, cchs2005_p::SMKE_208, cchs2015_2016_p::SMK_075, cchs2017_2018_p::SMK_075, [SMK_208]",ICES confirmed,cont,NA::a,N/A,not applicable,not applicable,cigarettes,996,not applicable,# of cigarettes smoke each day - former daily,# of cigarettes smoked each day - former daily smoker,,,
SMK_208,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::SMKA_208, cchs2003_p::SMKC_208, cchs2005_p::SMKE_208, cchs2015_2016_p::SMK_075, cchs2017_2018_p::SMK_075, [SMK_208]",ICES confirmed,cont,NA::b,N/A,missing,missing,cigarettes,"[997,999]",don't know (997); refusal (998); not stated (999),# of cigarettes smoke each day - former daily,# of cigarettes smoked each day - former daily smoker,,,
SMK_208,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::SMKA_208, cchs2003_p::SMKC_208, cchs2005_p::SMKE_208, cchs2015_2016_p::SMK_075, cchs2017_2018_p::SMK_075, [SMK_208]",ICES confirmed,cont,NA::b,N/A,missing,missing,cigarettes,else,else,# of cigarettes smoke each day - former daily,# of cigarettes smoked each day - former daily smoker,,,
SMKDSTY_A,SMKDSTY_A_cat6_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,1,6,Daily,Daily smoker,N/A,1,Daily,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,2,6,Occasional (former daily),Former daily current occasional smoker,N/A,2,Occasional,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,3,6,Always occasional,Never daily current occasional smoker,N/A,3,Always occasional,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_4,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,4,6,Former daily,Former daily current nonsmoker,N/A,4,Former daily,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_5,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,5,6,Former occasional,Never daily current nonsmoker (former occasional),N/A,5,Former occasional,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_6,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,6,6,Never smoked,Never smoked,N/A,6,Never smoked,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,NA::a,6,not applicable,not applicable,N/A,96,not applicable,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,NA::b,6,missing,missing,N/A,"[97,99]",don't know (97); refusal (98); not stated (99),Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_A,SMKDSTY_A_cat6_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_p::SMKADSTY, cchs2003_p::SMKCDSTY, cchs2005_p::SMKEDSTY, cchs2001_i::SMKADSTY, cchs2003_i::SMKCDSTY, cchs2005_i::SMKEDSTY, [SMKDSTY]",ICES confirmed,cat,NA::b,6,missing,missing,N/A,else,else,Smoking status,"Type of smoker: daily, occasional, always occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_1,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,1,5,Daily,Current daily smoker,N/A,1,Daily,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_2,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,2,5,Occasional,Current occasional smoker,N/A,2,Occasional,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_3,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,3,5,Former daily,Former daily smoker,N/A,3,Former daily,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_4,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,4,5,Former occasional,Former occasional,N/A,"[4,5]",Former occasional,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never","SMKDSTY_cat5 is a 5 category variable for smoking status for cycles up to 2018. Prior to 2015, 'occasional' and 'always occasional' are combined to form the current 'occasional' category. 2015 onwards, 'former occasional' and 'experimental' are combined to form the current 'former occasional' category",,
SMKDSTY_cat5,SMKDSTY_cat5_5,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,5,5,Never smoked,Never smoked,N/A,6,Never smoked,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_NA::a,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,NA::a,5,not applicable,not applicable,N/A,96,not applicable,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,NA::b,5,missing,missing,N/A,"[97,99]",don't know (97); refusal (98); not stated (99),Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKDSTY_cat5,SMKDSTY_cat5_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p, cchs2015_2016_i, cchs2017_2018_i","cchs2015_2016_p::SMKDVSTY, cchs2017_2018_p::SMKDVSTY, cchs2015_2016_i::SMKDVSTY, cchs2017_2018_i::SMKDVSTY",ICES confirmed,cat,NA::b,5,missing,missing,N/A,else,else,Smoking status,"Type of smoker: daily, occasional, former daily, former occasional, never",,,
SMKG01C_A,SMKG01C_A_cat10_1,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,1,10,5 To 11 Years,age smoked first whole cigarette (5 to 11),years,1,5 To 11 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_2,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,2,10,12 To 14 Years,age smoked first whole cigarette (12 to 14),years,2,12 To 14 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_3,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,3,10,15 To 19 Years,age smoked first whole cigarette (18 to 19),years,3,15 To 19 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_4,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,4,10,20 To 24 Years,age smoked first whole cigarette (20 to 24),years,4,20 To 24 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_5,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,5,10,25 To 29 Years,age smoked first whole cigarette (25 to 29),years,5,25 To 29 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_6,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,6,10,30 To 34 Years,age smoked first whole cigarette (30 to 34),years,6,30 To 34 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_7,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,7,10,35 To 39 Years,age smoked first whole cigarette (35 to 39),years,7,35 To 39 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_8,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,8,10,40 To 44 Years,age smoked first whole cigarette (40 to 44),years,8,40 To 44 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_9,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,9,10,45 To 49 Years,age smoked first whole cigarette (45 to 49),years,9,45 To 49 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_10,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,10,10,50 Years or more,age smoked first whole cigarette (50 plus),years,10,50 Years or more,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,NA::a,10,not applicable,not applicable,years,96,not applicable,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,NA::b,10,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2001_i","cchs2001_p::SMKAG01C, cchs2003_p::SMKCG01C, cchs2001_i::SMKAG01C",ICES altered,cat,NA::b,10,missing,missing,years,else,else,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_1,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,1,10,5 To 11 Years,age smoked first whole cigarette (5 to 11),years,"[5,12)",5 To 11 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_2,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,2,10,12 To 14 Years,age smoked first whole cigarette (12 to 14),years,"[12,15)",12 To 14 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_3,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,3,10,15 To 19 Years,age smoked first whole cigarette (18 to 19),years,"[15,20)",15 To 19 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_4,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,4,10,20 To 24 Years,age smoked first whole cigarette (20 to 24),years,"[20,25)",20 To 24 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_5,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,5,10,25 To 29 Years,age smoked first whole cigarette (25 to 29),years,"[25,30)",25 To 29 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_6,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,6,10,30 To 34 Years,age smoked first whole cigarette (30 to 34),years,"[30,35)",30 To 34 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_7,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,7,10,35 To 39 Years,age smoked first whole cigarette (35 to 39),years,"[35,40)",35 To 39 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_8,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,8,10,40 To 44 Years,age smoked first whole cigarette (40 to 44),years,"[40,45)",40 To 44 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_9,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,9,10,45 To 49 Years,age smoked first whole cigarette (45 to 49),years,"[45,50)",45 To 49 Years,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_10,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,10,10,50 Years or more,age smoked first whole cigarette (50 plus),years,"[50,80]",50 Years or more,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::a,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,NA::a,10,not applicable,not applicable,years,996,not applicable,agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,NA::b,10,missing,missing,years,"[997,999]",don't know (997); refusal (998); not stated (999),agec1,Age smoked first cigarette,,,
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_01C, cchs2005_i::SMKE_01C, cchs2015_2016_i::SMK_035, cchs2017_2018_i::SMK_035, [SMK_01C]",ICES altered,cont,NA::b,10,missing,missing,years,else,else,agec1,Age smoked first cigarette,,,
SMKG01C_cont,N/A,cont,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2003_i::SMKC_01c, cchs2005_i::SMKE_01C, [SMK_01C]",ICES altered,cont,copy,N/A,agec1,agec1,years,"[5,80]",agec1,agec1,Age smoked first cigarette,,,
SMKG01C_cont,N/A,cont,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2003_i::SMKC_01c, cchs2005_i::SMKE_01C, [SMK_01C]",ICES altered,cont,NA::a,N/A,not applicable,not applicable,years,996,not applicable,agec1,Age smoked first cigarette,,,
SMKG01C_cont,N/A,cont,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2003_i::SMKC_01c, cchs2005_i::SMKE_01C, [SMK_01C]",ICES altered,cont,NA::b,N/A,missing,missing,years,"[997,999]",don't know (997); refusal (998); not stated (999),agec1,Age smoked first cigarette,,,
SMKG01C_cont,N/A,cont,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2003_i::SMKC_01c, cchs2005_i::SMKE_01C, [SMK_01C]",ICES altered,cont,NA::b,N/A,missing,missing,years,else,else,agec1,Age smoked first cigarette,,,
SMKG09C,SMKG09C_cat3_1,cat,"cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i,  cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_i::SMKC_09C, cchs2005_i::SMKE_09C, cchs2015_2016_i::SMK_090, cchs2017_2018_i::SMK_090, [SMK_09C]",ICES altered,cat,1,3,3 to 5 years,3 to 5 years,years,"[3,6)",3 to 5 years,stpdy,Years since stopped smoking daily - former daily,,,
